2.800000000000000000e+01,1.010000000000000000e+02
2.800000000000000000e+01,1.030000000000000000e+02
2.800000000000000000e+01,1.050000000000000000e+02
2.900000000000000000e+01,1.060000000000000000e+02
3.100000000000000000e+01,1.060000000000000000e+02
3.300000000000000000e+01,1.060000000000000000e+02
3.500000000000000000e+01,1.060000000000000000e+02
3.700000000000000000e+01,1.060000000000000000e+02
3.900000000000000000e+01,1.060000000000000000e+02
4.100000000000000000e+01,1.060000000000000000e+02
4.300000000000000000e+01,1.060000000000000000e+02
4.500000000000000000e+01,1.060000000000000000e+02
4.700000000000000000e+01,1.060000000000000000e+02
4.900000000000000000e+01,1.060000000000000000e+02
5.100000000000000000e+01,1.060000000000000000e+02
5.300000000000000000e+01,1.060000000000000000e+02
5.500000000000000000e+01,1.060000000000000000e+02
5.700000000000000000e+01,1.060000000000000000e+02
5.900000000000000000e+01,1.060000000000000000e+02
6.100000000000000000e+01,1.060000000000000000e+02
6.300000000000000000e+01,1.060000000000000000e+02
6.500000000000000000e+01,1.060000000000000000e+02
6.700000000000000000e+01,1.060000000000000000e+02
6.900000000000000000e+01,1.060000000000000000e+02
7.100000000000000000e+01,1.060000000000000000e+02
7.300000000000000000e+01,1.060000000000000000e+02
7.500000000000000000e+01,1.060000000000000000e+02
7.700000000000000000e+01,1.060000000000000000e+02
7.900000000000000000e+01,1.060000000000000000e+02
8.100000000000000000e+01,1.060000000000000000e+02
8.300000000000000000e+01,1.060000000000000000e+02
8.500000000000000000e+01,1.060000000000000000e+02
8.700000000000000000e+01,1.060000000000000000e+02
8.900000000000000000e+01,1.060000000000000000e+02
9.100000000000000000e+01,1.060000000000000000e+02
9.300000000000000000e+01,1.060000000000000000e+02
9.500000000000000000e+01,1.060000000000000000e+02
9.700000000000000000e+01,1.060000000000000000e+02
9.900000000000000000e+01,1.060000000000000000e+02
1.010000000000000000e+02,1.060000000000000000e+02
1.030000000000000000e+02,1.060000000000000000e+02
1.050000000000000000e+02,1.060000000000000000e+02
1.060000000000000000e+02,1.050000000000000000e+02
1.060000000000000000e+02,1.030000000000000000e+02
1.060000000000000000e+02,1.010000000000000000e+02
1.060000000000000000e+02,9.900000000000000000e+01
1.060000000000000000e+02,9.700000000000000000e+01
1.060000000000000000e+02,9.500000000000000000e+01
1.060000000000000000e+02,9.300000000000000000e+01
1.060000000000000000e+02,9.100000000000000000e+01
1.060000000000000000e+02,8.900000000000000000e+01
1.060000000000000000e+02,8.700000000000000000e+01
1.060000000000000000e+02,8.500000000000000000e+01
1.060000000000000000e+02,8.300000000000000000e+01
1.060000000000000000e+02,8.100000000000000000e+01
1.060000000000000000e+02,7.900000000000000000e+01
1.060000000000000000e+02,7.700000000000000000e+01
1.060000000000000000e+02,7.500000000000000000e+01
1.060000000000000000e+02,7.300000000000000000e+01
1.060000000000000000e+02,7.100000000000000000e+01
1.060000000000000000e+02,6.900000000000000000e+01
1.060000000000000000e+02,6.700000000000000000e+01
1.060000000000000000e+02,6.500000000000000000e+01
1.060000000000000000e+02,6.300000000000000000e+01
1.060000000000000000e+02,6.100000000000000000e+01
1.060000000000000000e+02,5.900000000000000000e+01
1.060000000000000000e+02,5.700000000000000000e+01
1.060000000000000000e+02,5.500000000000000000e+01
1.060000000000000000e+02,5.300000000000000000e+01
1.060000000000000000e+02,5.100000000000000000e+01
1.060000000000000000e+02,4.900000000000000000e+01
1.060000000000000000e+02,4.700000000000000000e+01
1.060000000000000000e+02,4.500000000000000000e+01
1.060000000000000000e+02,4.300000000000000000e+01
1.060000000000000000e+02,4.100000000000000000e+01
1.060000000000000000e+02,3.900000000000000000e+01
1.060000000000000000e+02,3.700000000000000000e+01
1.060000000000000000e+02,3.500000000000000000e+01
1.060000000000000000e+02,3.300000000000000000e+01
1.060000000000000000e+02,3.100000000000000000e+01
1.060000000000000000e+02,2.900000000000000000e+01
1.050000000000000000e+02,2.800000000000000000e+01
1.030000000000000000e+02,2.800000000000000000e+01
1.010000000000000000e+02,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
9.900000000000000000e+01,2.800000000000000000e+01
